Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"IIOT_Energy_Meter_Current_I1","D0063047",Float,1,R/W,100,,,,,,,,,,"",
"IIOT_Energy_Meter_Current_I2","D0063049",Float,1,R/W,100,,,,,,,,,,"",
"IIOT_Energy_Meter_Current_I3","D0063051",Float,1,R/W,100,,,,,,,,,,"",
"IIOT_Energy_Meter_Current_In","D0063061",Float,1,R/W,100,,,,,,,,,,"",
"IIOT_Energy_Meter_Frequency","D0063059",Float,1,R/W,100,,,,,,,,,,"",
"IIOT_Energy_Meter_Total_Active_Power","D0063063",Float,1,R/W,100,,,,,,,,,,"",
"IIOT_Energy_Meter_Voltage_U1","D0063053",Float,1,R/W,100,,,,,,,,,,"",
"IIOT_Energy_Meter_Voltage_U23","D0063055",Float,1,R/W,100,,,,,,,,,,"",
"IIOT_Energy_Meter_Voltage_U31","D0063057",Float,1,R/W,100,,,,,,,,,,"",
"OP170_IIOT_Lower_Up_Down_Lifter_VFD_Current","D0064049",Float,1,R/W,100,,,,,,,,,,"",
"OP170_IIOT_Lower_Up_Down_Lifter_VFD_Power","D0064053",Float,1,R/W,100,,,,,,,,,,"",
"OP170_IIOT_Lower_Up_Down_Lifter_VFD_Torque","D0064051",Float,1,R/W,100,,,,,,,,,,"",
"OP170_IIOT_Lower_Up_Down_Lifter_VFD_Voltage","D0064047",Float,1,R/W,100,,,,,,,,,,"",
"OP170_IIOT_Mez_Floor_Ret_Line_Conv_Seg1_VFD_Current","D0064073",Float,1,R/W,100,,,,,,,,,,"",
"OP170_IIOT_Mez_Floor_Ret_Line_Conv_Seg1_VFD_Power","D0064077",Float,1,R/W,100,,,,,,,,,,"",
"OP170_IIOT_Mez_Floor_Ret_Line_Conv_Seg1_VFD_Torque","D0064075",Float,1,R/W,100,,,,,,,,,,"",
"OP170_IIOT_Mez_Floor_Ret_Line_Conv_Seg1_VFD_Voltage","D0064071",Float,1,R/W,100,,,,,,,,,,"",
