Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"OP2045A_Sliding_Servo_Current_IIOT","D0184561",Float,1,R/W,100,,,,,,,,,,"",
"OP2045A_Sliding_Servo_Temperature_IIOT","D0184557",Float,1,R/W,100,,,,,,,,,,"",
"OP2045A_Sliding_Servo_Torque_IIOT","D0184559",Float,1,R/W,100,,,,,,,,,,"",
"OP2110A_Ovr_Hd_Lift_Servo_Current_IIOT","D0192004",Float,1,R/W,100,,,,,,,,,,"",
"OP2110A_Ovr_Hd_Lift_Servo_Temp_IIOT","D0192000",Float,1,R/W,100,,,,,,,,,,"",
"OP2110A_Ovr_Hd_Lift_Servo_Torque_IIOT","D0192002",Float,1,R/W,100,,,,,,,,,,"",
"OP2110A_Ovr_Hd_Lifter_Con_VFD_Current_IIOT","D0192008",Float,1,R/W,100,,,,,,,,,,"",
"OP2110A_Ovr_Hd_Lifter_Con_VFD_Power_IIOT","D0192012",Float,1,R/W,100,,,,,,,,,,"",
"OP2110A_Ovr_Hd_Lifter_Con_VFD_Torque_IIOT","D0192010",Float,1,R/W,100,,,,,,,,,,"",
"OP2110A_Ovr_Hd_Lifter_Con_VFD_Voltage_IIOT","D0192006",Float,1,R/W,100,,,,,,,,,,"",
"OP2110A_Ovr_Hd_Transfer_Con_VFD_Current_IIOT","D0192016",Float,1,R/W,100,,,,,,,,,,"",
"OP2110A_Ovr_Hd_Transfer_Con_VFD_Power_IIOT","D0192020",Float,1,R/W,100,,,,,,,,,,"",
"OP2110A_Ovr_Hd_Transfer_Con_VFD_Torque_IIOT","D0192018",Float,1,R/W,100,,,,,,,,,,"",
"OP2110A_Ovr_Hd_Transfer_Con_VFD_Voltage_IIOT","D0192014",Float,1,R/W,100,,,,,,,,,,"",
"OP2110B_Drive_Rec_Con_VFD_Current_IIOT","D0197010",Float,1,R/W,100,,,,,,,,,,"",
"OP2110B_Drive_Rec_Con_VFD_Power_IIOT","D0197014",Float,1,R/W,100,,,,,,,,,,"",
"OP2110B_Drive_Rec_Con_VFD_Torque_IIOT","D0197012",Float,1,R/W,100,,,,,,,,,,"",
"OP2110B_Drive_Rec_Con_VFD_Voltage_IIOT","D0197008",Float,1,R/W,100,,,,,,,,,,"",
"OP2110B_Lifter_VFD_Current_IIOT","D0197018",Float,1,R/W,100,,,,,,,,,,"",
"OP2110B_Lifter_VFD_Power_IIOT","D0197022",Float,1,R/W,100,,,,,,,,,,"",
"OP2110B_Lifter_VFD_Torque_IIOT","D0197020",Float,1,R/W,100,,,,,,,,,,"",
"OP2110B_Lifter_VFD_Voltage_IIOT","D0197016",Float,1,R/W,100,,,,,,,,,,"",
"OP2110B_Over_Hd_Hori_Con_VFD_Current_IIOT","D0197026",Float,1,R/W,100,,,,,,,,,,"",
"OP2110B_Over_Hd_Hori_Con_VFD_Power_IIOT","D0197030",Float,1,R/W,100,,,,,,,,,,"",
"OP2110B_Over_Hd_Hori_Con_VFD_Torque_IIOT","D0197028",Float,1,R/W,100,,,,,,,,,,"",
"OP2110B_Over_Hd_Hori_Con_VFD_Voltage_IIOT","D0197024",Float,1,R/W,100,,,,,,,,,,"",
"OP2120_Bridge_Gantrry_Z_Axis_Servo_Current_IIOT","D0196004",Float,1,R/W,100,,,,,,,,,,"",
"OP2120_Bridge_Gantry_Rot_Axis_Servo_Current_IIOT","D0198004",Float,1,R/W,100,,,,,,,,,,"",
"OP2120_Bridge_Gantry_Rot_Axis_Servo_Temperature_IIOT","D0198000",Float,1,R/W,100,,,,,,,,,,"",
"OP2120_Bridge_Gantry_Rot_Axis_Servo_Torque_IIOT","D0198002",Float,1,R/W,100,,,,,,,,,,"",
"OP2120_Bridge_Gantry_X_Axis_Servo_Current_IIOT","D0194004",Float,1,R/W,100,,,,,,,,,,"",
"OP2120_Bridge_Gantry_X_Axis_Servo_Temperature_IIOT","D0194000",Float,1,R/W,100,,,,,,,,,,"",
"OP2120_Bridge_Gantry_X_Axis_Servo_Torque_IIOT","D0194002",Float,1,R/W,100,,,,,,,,,,"",
"OP2120_Bridge_Gantry_Z_Axis_Servo_Temperature_IIOT","D0196000",Float,1,R/W,100,,,,,,,,,,"",
"OP2120_Bridge_Gantry_Z_Axis_Servo_Torque_IIOT","D0196002",Float,1,R/W,100,,,,,,,,,,"",
